Dissolved_Oxygen,pH,Plant_Type
8,7,"Hot, Neutral Pond with High Oxygen"
8,7,"Hot, Neutral Pond with High Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
12,7,"Cool, Neutral Stream with High Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
8,7,"Cool, Neutral Stream with High Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
8,7,"Cool, Neutral Stream with High Oxygen"
10,7,"Hot, Neutral Pond with High Oxygen"
12,7,"Cool, Neutral Stream with High Oxygen"
8,7,"Cool, Neutral Stream with High Oxygen"
4,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
7,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
7,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
7,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,6.8,"Cool, Neutral Stream with High Oxygen"
8,7.5,"Cool, Neutral Stream with High Oxygen"
8,7,"Hot, Neutral Pond with High Oxygen"
7,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,6.7,"Tropical, Neutral Lake with Moderate Oxygen"
8.5,7.2,"Hot, Neutral Pond with High Oxygen"
9.5,7.5,"Cool, Neutral Stream with High Oxygen"
10,7.5,"Cool, Neutral Stream with High Oxygen"
11.4,7.5,"Cool, Neutral Stream with High Oxygen"
9.5,7.5,"Cool, Neutral Stream with High Oxygen"
11,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6.2,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5.2,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
3.7,6.5,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.1,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.1,6.3,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.4,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.8,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
2.8,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
5.3,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
7.4,7,"Hot, Neutral Pond with High Oxygen"
7.4,7,"Hot, Neutral Pond with High Oxygen"
5.5,7,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,7,"Tropical, Neutral Lake with Moderate Oxygen"
7.5,7,"Hot, Neutral Pond with High Oxygen"
7.2,7,"Hot, Neutral Pond with High Oxygen"
7.7,7,"Hot, Neutral Pond with High Oxygen"
7.2,7,"Hot, Neutral Pond with High Oxygen"
7.5,7,"Hot, Neutral Pond with High Oxygen"
7.8,7,"Hot, Neutral Pond with High Oxygen"
8.2,7,"Hot, Neutral Pond with High Oxygen"
7.9,7,"Hot, Neutral Pond with High Oxygen"
6.8,7,"Tropical, Neutral Lake with Moderate Oxygen"
7.5,7,"Hot, Neutral Pond with High Oxygen"
8,7,"Hot, Neutral Pond with High Oxygen"
6.4,7,"Tropical, Neutral Lake with Moderate Oxygen"
6.4,7,"Tropical, Neutral Lake with Moderate Oxygen"
3.6,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
6.6,7,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
6.6,6.7,"Tropical, Neutral Lake with Moderate Oxygen"
8.3,7,"Hot, Neutral Pond with High Oxygen"
7.2,7,"Hot, Neutral Pond with High Oxygen"
6.2,7,"Tropical, Neutral Lake with Moderate Oxygen"
8.8,7.2,"Hot, Neutral Pond with High Oxygen"
8,7.1,"Hot, Neutral Pond with High Oxygen"
7.9,7.2,"Hot, Neutral Pond with High Oxygen"
9.7,7.4,"Cool, Neutral Stream with High Oxygen"
4.7,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9,6.8,"Cool, Neutral Stream with High Oxygen"
9.8,6.8,"Cool, Neutral Stream with High Oxygen"
8.4,7.5,"Cool, Neutral Stream with High Oxygen"
8,7.2,"Cool, Neutral Stream with High Oxygen"
9,7.3,"Cool, Neutral Stream with High Oxygen"
9.2,7.5,"Cool, Neutral Stream with High Oxygen"
8.9,7.3,"Cool, Neutral Stream with High Oxygen"
10.8,6.8,"Cool, Neutral Stream with High Oxygen"
10.5,7,"Cool, Neutral Stream with High Oxygen"
10,7.4,"Cool, Neutral Stream with High Oxygen"
11,7.4,"Cool, Neutral Stream with High Oxygen"
6,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
7,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
10.5,7.5,"Cool, Neutral Stream with High Oxygen"
6,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
4,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
5.5,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
4,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5.5,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
5,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
4,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10.8,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10.6,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
9.2,7,"Hot, Neutral Pond with High Oxygen"
9,7,"Cool, Neutral Stream with High Oxygen"
10.8,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,7.4,"Cool, Neutral Stream with High Oxygen"
6,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
10,7.5,"Cool, Neutral Stream with High Oxygen"
9,7.2,"Cool, Neutral Stream with High Oxygen"
7,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,6.8,"Hot, Neutral Pond with High Oxygen"
5,6.4,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
8,6.9,"Hot, Neutral Pond with High Oxygen"
11,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
8,6.8,"Hot, Neutral Pond with High Oxygen"
7,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
9.2,7.4,"Cool, Neutral Stream with High Oxygen"
8.6,7.3,"Cool, Neutral Stream with High Oxygen"
8.2,7,"Cool, Neutral Stream with High Oxygen"
7.2,6.8,"Hot, Neutral Pond with High Oxygen"
6.4,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
9,7.3,"Cool, Neutral Stream with High Oxygen"
6,6.3,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
8.4,6.9,"Cool, Neutral Stream with High Oxygen"
7.4,6.8,"Hot, Neutral Pond with High Oxygen"
9.2,7.2,"Cool, Neutral Stream with High Oxygen"
6.4,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
8.4,6.8,"Cool, Neutral Stream with High Oxygen"
6,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
8.8,7.1,"Cool, Neutral Stream with High Oxygen"
7.8,7.1,"Hot, Neutral Pond with High Oxygen"
4.4,6.3,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
10.8,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
11.2,6.3,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
4.9,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
1,8.2,"Cold, Alkaline Stream with Very Low Oxygen"
3,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.1,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5.6,7,"Cold, Neutral River with Moderate Oxygen"
4,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.9,7.5,"Cool, Neutral Stream with High Oxygen"
11.8,7.3,"Cool, Neutral Stream with High Oxygen"
11.6,7.5,"Cool, Neutral Stream with High Oxygen"
9,7,"Cool, Neutral Stream with High Oxygen"
14,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6,7,"Cold, Neutral River with Moderate Oxygen"
4.6,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.9,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6,6.5,"Cold, Neutral River with Moderate Oxygen"
9.6,7,"Cool, Neutral Stream with High Oxygen"
6,5.5,"Cool, Acidic River with Moderate Oxygen"
9.4,7,"Cool, Neutral Stream with High Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
5,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.5,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.5,7.1,"Cool, Neutral Stream with High Oxygen"
3,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
11.1,7,"Cool, Neutral Stream with High Oxygen"
5.6,7,"Cold, Neutral River with Moderate Oxygen"
10,7.2,"Cool, Neutral Stream with High Oxygen"
9.4,7,"Cool, Neutral Stream with High Oxygen"
11.8,7.4,"Cool, Neutral Stream with High Oxygen"
10,7.1,"Cool, Neutral Stream with High Oxygen"
7.8,6.9,"Hot, Neutral Pond with High Oxygen"
8.4,6.8,"Hot, Neutral Pond with High Oxygen"
8,7.1,"Hot, Neutral Pond with High Oxygen"
5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.1,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
10.2,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6,6,"Cool, Acidic River with Moderate Oxygen"
6,5.7,"Cool, Acidic River with Moderate Oxygen"
6.6,5.6,"Cool, Acidic River with Moderate Oxygen"
6.7,6,"Cool, Acidic River with Moderate Oxygen"
5.3,6,"Cool, Acidic River with Moderate Oxygen"
6,6,"Cool, Acidic River with Moderate Oxygen"
7,7,"Cold, Neutral River with Moderate Oxygen"
11.8,7.1,"Cool, Neutral Stream with High Oxygen"
11.8,7.1,"Cool, Neutral Stream with High Oxygen"
4,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
2.6,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.5,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
8,7,"Cool, Neutral Stream with High Oxygen"
11,7.4,"Cool, Neutral Stream with High Oxygen"
8.3,7.1,"Cool, Neutral Stream with High Oxygen"
7,6.6,"Cold, Neutral River with Moderate Oxygen"
11,7.1,"Cool, Neutral Stream with High Oxygen"
4,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
11,7.1,"Cool, Neutral Stream with High Oxygen"
7,6.7,"Cold, Neutral River with Moderate Oxygen"
9.6,6.8,"Hot, Neutral Pond with High Oxygen"
9,7,"Cool, Neutral Stream with High Oxygen"
10.7,6.9,"Cool, Neutral Stream with High Oxygen"
9.2,6.8,"Cool, Neutral Stream with High Oxygen"
9.2,6.9,"Cool, Neutral Stream with High Oxygen"
11.1,7.5,"Cool, Neutral Stream with High Oxygen"
8.1,7.5,"Cool, Neutral Stream with High Oxygen"
4.3,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
12,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
5,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,6,"Cool, Acidic River with Moderate Oxygen"
5,6,"Cool, Acidic River with Moderate Oxygen"
5,6,"Cool, Acidic River with Moderate Oxygen"
9.6,6.9,"Cool, Neutral Stream with High Oxygen"
8.2,6.8,"Hot, Neutral Pond with High Oxygen"
9.8,6.9,"Cool, Neutral Stream with High Oxygen"
10.3,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
5.3,6.9,"Cold, Neutral River with Moderate Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
11,7,"Cool, Neutral Stream with High Oxygen"
6.3,7,"Cold, Neutral River with Moderate Oxygen"
10,7,"Cool, Neutral Stream with High Oxygen"
8.7,7,"Hot, Neutral Pond with High Oxygen"
10.5,6.8,"Cool, Neutral Stream with High Oxygen"
8,6.9,"Hot, Neutral Pond with High Oxygen"
8.6,7.3,"Cool, Neutral Stream with High Oxygen"
10,7.4,"Cool, Neutral Stream with High Oxygen"
6,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
9.3,7,"Cool, Neutral Stream with High Oxygen"
8,6.8,"Cool, Neutral Stream with High Oxygen"
8.2,7,"Hot, Neutral Pond with High Oxygen"
6.3,6.6,"Cold, Neutral River with Moderate Oxygen"
5.1,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
7,7.1,"Cold, Neutral River with Moderate Oxygen"
3.9,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.9,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6,6.6,"Cold, Neutral River with Moderate Oxygen"
6,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
6.2,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
6.2,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
7,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
12,7.2,"Cool, Neutral Stream with High Oxygen"
12,7.1,"Cool, Neutral Stream with High Oxygen"
12,7.1,"Cool, Neutral Stream with High Oxygen"
12,7.5,"Cool, Neutral Stream with High Oxygen"
11,7.2,"Cool, Neutral Stream with High Oxygen"
8.8,6.9,"Hot, Neutral Pond with High Oxygen"
6,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
11,6.3,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
5,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.8,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
8,7.5,"Cool, Neutral Stream with High Oxygen"
3,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
3.2,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
1.2,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.4,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5.2,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5.2,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.6,7,"Tropical, Neutral Lake with Moderate Oxygen"
5.3,7,"Tropical, Neutral Lake with Moderate Oxygen"
4.6,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5.2,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
3,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
8.4,7.1,"Hot, Neutral Pond with High Oxygen"
8.2,7,"Hot, Neutral Pond with High Oxygen"
9,6.8,"Hot, Neutral Pond with High Oxygen"
7,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
6.4,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
5,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
9.6,7.3,"Cool, Neutral Stream with High Oxygen"
5.1,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
5.5,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
5.5,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
10.3,7.4,"Cool, Neutral Stream with High Oxygen"
8.5,7.2,"Cool, Neutral Stream with High Oxygen"
3.8,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.5,7.2,"Cold, Neutral River with Moderate Oxygen"
6.3,6.6,"Cold, Neutral River with Moderate Oxygen"
5,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.7,7,"Cool, Neutral Stream with High Oxygen"
3,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2.5,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8,7,"Cool, Neutral Stream with High Oxygen"
9,7.1,"Cool, Neutral Stream with High Oxygen"
8.4,7.4,"Cool, Neutral Stream with High Oxygen"
10,6.8,"Cool, Neutral Stream with High Oxygen"
4,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
5,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
7,7.2,"Cold, Neutral River with Moderate Oxygen"
6,6.2,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
10,7.4,"Cool, Neutral Stream with High Oxygen"
3.3,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
8.5,7.1,"Hot, Neutral Pond with High Oxygen"
6.3,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
5.2,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
6.1,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
9,6.8,"Hot, Neutral Pond with High Oxygen"
3.6,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.8,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
2,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
6,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
1.3,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
2.8,7.8,"Warm, Slightly Alkaline Lake with Low Oxygen"
7.6,7.1,"Hot, Neutral Pond with High Oxygen"
7.2,7,"Hot, Neutral Pond with High Oxygen"
10.1,7.1,"Cool, Neutral Stream with High Oxygen"
9.7,7.2,"Cool, Neutral Stream with High Oxygen"
9.2,6.9,"Cool, Neutral Stream with High Oxygen"
10.1,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10.1,7.1,"Cool, Neutral Stream with High Oxygen"
10.2,7.5,"Cool, Neutral Stream with High Oxygen"
4.6,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.5,7.5,"Cool, Neutral Stream with High Oxygen"
9.7,7.2,"Cool, Neutral Stream with High Oxygen"
10.6,7.4,"Cool, Neutral Stream with High Oxygen"
9.1,6.9,"Cool, Neutral Stream with High Oxygen"
8.1,7.1,"Cool, Neutral Stream with High Oxygen"
9.5,7.3,"Cool, Neutral Stream with High Oxygen"
6.2,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
8.9,7.1,"Cool, Neutral Stream with High Oxygen"
4,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10.8,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
4,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.5,7,"Cool, Neutral Stream with High Oxygen"
6.2,6.9,"Tropical, Neutral Lake with Moderate Oxygen"
11,7.5,"Cool, Neutral Stream with High Oxygen"
9,7,"Hot, Neutral Pond with High Oxygen"
11,7.4,"Cool, Neutral Stream with High Oxygen"
4.8,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
7.2,7,"Hot, Neutral Pond with High Oxygen"
10.8,7.4,"Cool, Neutral Stream with High Oxygen"
10.4,6.9,"Cool, Neutral Stream with High Oxygen"
9.4,7.2,"Cool, Neutral Stream with High Oxygen"
7.9,6.9,"Hot, Neutral Pond with High Oxygen"
10.2,6.1,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6.8,7,"Tropical, Neutral Lake with Moderate Oxygen"
7,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
7.2,7,"Hot, Neutral Pond with High Oxygen"
7.4,7,"Hot, Neutral Pond with High Oxygen"
7.4,7,"Hot, Neutral Pond with High Oxygen"
11.3,7.5,"Cool, Neutral Stream with High Oxygen"
7,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
7,7,"Tropical, Neutral Lake with Moderate Oxygen"
7,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
7,7,"Tropical, Neutral Lake with Moderate Oxygen"
7,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
9,7,"Hot, Neutral Pond with High Oxygen"
7,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
8.2,7.4,"Cool, Neutral Stream with High Oxygen"
4.2,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
4.7,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
8.4,7,"Cool, Neutral Stream with High Oxygen"
7.1,7,"Hot, Neutral Pond with High Oxygen"
7.5,7,"Hot, Neutral Pond with High Oxygen"
8.3,7,"Hot, Neutral Pond with High Oxygen"
6.4,7,"Tropical, Neutral Lake with Moderate Oxygen"
7.3,7,"Hot, Neutral Pond with High Oxygen"
5,5.8,"Cool, Acidic River with Moderate Oxygen"
5,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.3,7.2,"Hot, Neutral Pond with High Oxygen"
2.3,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
