Dissolved_Oxygen,Temperature,pH,Plant_Type
2.1,12,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.7,8.6,6.8,"Cold, Neutral River with Moderate Oxygen"
10,13.9,7.3,"Cool, Neutral Stream with High Oxygen"
8.6,20,7,"Hot, Neutral Pond with High Oxygen"
8.5,20,7,"Hot, Neutral Pond with High Oxygen"
9.5,13,7.5,"Cool, Neutral Stream with High Oxygen"
9.7,10,7.5,"Cool, Neutral Stream with High Oxygen"
8.5,21,7,"Hot, Neutral Pond with High Oxygen"
9,14,7,"Cool, Neutral Stream with High Oxygen"
9,15,7.5,"Cool, Neutral Stream with High Oxygen"
9.2,13,7,"Cool, Neutral Stream with High Oxygen"
9.1,10,7.5,"Cool, Neutral Stream with High Oxygen"
9,14,7,"Cool, Neutral Stream with High Oxygen"
9.8,10,7,"Cool, Neutral Stream with High Oxygen"
9.5,14,7,"Cool, Neutral Stream with High Oxygen"
9,15,7.5,"Cool, Neutral Stream with High Oxygen"
8.3,24,7,"Hot, Neutral Pond with High Oxygen"
10.3,12,7.5,"Cool, Neutral Stream with High Oxygen"
10.1,14,7.5,"Cool, Neutral Stream with High Oxygen"
9.5,11,7,"Cool, Neutral Stream with High Oxygen"
10.9,11,7,"Cool, Neutral Stream with High Oxygen"
11,10,6.8,"Cool, Neutral Stream with High Oxygen"
9.8,15,7,"Cool, Neutral Stream with High Oxygen"
10.5,12.6,7,"Cool, Neutral Stream with High Oxygen"
10.4,12,7,"Cool, Neutral Stream with High Oxygen"
10.4,12,7,"Cool, Neutral Stream with High Oxygen"
7.2,22,7,"Hot, Neutral Pond with High Oxygen"
9,24,7,"Hot, Neutral Pond with High Oxygen"
10,10,6.9,"Cool, Neutral Stream with High Oxygen"
10.2,11,7,"Cool, Neutral Stream with High Oxygen"
9.3,21,7,"Hot, Neutral Pond with High Oxygen"
10.1,13,7,"Cool, Neutral Stream with High Oxygen"
10.5,12,7,"Cool, Neutral Stream with High Oxygen"
8,10,6.9,"Cool, Neutral Stream with High Oxygen"
8,15,6.8,"Cool, Neutral Stream with High Oxygen"
11.7,12,7,"Cool, Neutral Stream with High Oxygen"
7.6,21,7,"Hot, Neutral Pond with High Oxygen"
7.4,23.6,7,"Hot, Neutral Pond with High Oxygen"
4.7,28,6.7,"Tropical, Neutral Lake with Moderate Oxygen"
5.9,28.1,6.9,"Tropical, Neutral Lake with Moderate Oxygen"
10,13.1,7,"Cool, Neutral Stream with High Oxygen"
11.3,13.3,7.3,"Cool, Neutral Stream with High Oxygen"
8.5,11.3,7,"Cool, Neutral Stream with High Oxygen"
11,12,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
13,10.9,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
4,12.9,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,16,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,12.8,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,13,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,12.8,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2.2,11,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,17,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10,15,7,"Cool, Neutral Stream with High Oxygen"
8,10,7,"Cool, Neutral Stream with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
8,10,7,"Cool, Neutral Stream with High Oxygen"
8,24,7,"Hot, Neutral Pond with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
8,21,7,"Hot, Neutral Pond with High Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
8,10,7,"Cool, Neutral Stream with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
8,11,7,"Cool, Neutral Stream with High Oxygen"
10,13,7,"Cool, Neutral Stream with High Oxygen"
8,22,7,"Hot, Neutral Pond with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
10,10,7,"Cool, Neutral Stream with High Oxygen"
12,13,7,"Cool, Neutral Stream with High Oxygen"
10,12,7,"Cool, Neutral Stream with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
10,15,7,"Cool, Neutral Stream with High Oxygen"
10,14,7,"Cool, Neutral Stream with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
10,20.5,7,"Hot, Neutral Pond with High Oxygen"
12,15,7,"Cool, Neutral Stream with High Oxygen"
8,15,7,"Cool, Neutral Stream with High Oxygen"
4,28,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,23,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
7,25.7,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,25.6,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
7,23.4,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,23,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
7,22.4,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,11.2,6.8,"Cool, Neutral Stream with High Oxygen"
8,11.1,7.5,"Cool, Neutral Stream with High Oxygen"
8,23.4,7,"Hot, Neutral Pond with High Oxygen"
7,23.2,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,28.6,6.7,"Tropical, Neutral Lake with Moderate Oxygen"
8.5,24.5,7.2,"Hot, Neutral Pond with High Oxygen"
9.5,13,7.5,"Cool, Neutral Stream with High Oxygen"
10,10,7.5,"Cool, Neutral Stream with High Oxygen"
11.4,14,7.5,"Cool, Neutral Stream with High Oxygen"
9.5,15,7.5,"Cool, Neutral Stream with High Oxygen"
11,14,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6.2,25.9,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5.2,24.6,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
3.7,24.3,6.5,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.1,25.2,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.1,24.9,6.3,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.4,19,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.8,25,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
2.8,27,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
5.3,26.8,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
7.4,24,7,"Hot, Neutral Pond with High Oxygen"
7.4,24,7,"Hot, Neutral Pond with High Oxygen"
5.5,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,27,7,"Tropical, Neutral Lake with Moderate Oxygen"
7.5,24.2,7,"Hot, Neutral Pond with High Oxygen"
7.2,21,7,"Hot, Neutral Pond with High Oxygen"
7.7,24.7,7,"Hot, Neutral Pond with High Oxygen"
7.2,23,7,"Hot, Neutral Pond with High Oxygen"
7.5,22.3,7,"Hot, Neutral Pond with High Oxygen"
7.8,23,7,"Hot, Neutral Pond with High Oxygen"
8.2,24,7,"Hot, Neutral Pond with High Oxygen"
7.9,24,7,"Hot, Neutral Pond with High Oxygen"
6.8,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
7.5,24,7,"Hot, Neutral Pond with High Oxygen"
8,28,7,"Hot, Neutral Pond with High Oxygen"
6.4,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6.4,28,7,"Tropical, Neutral Lake with Moderate Oxygen"
3.6,29,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
6.6,30,7,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,30,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
6.6,22.6,6.7,"Tropical, Neutral Lake with Moderate Oxygen"
8.3,25,7,"Hot, Neutral Pond with High Oxygen"
7.2,26,7,"Hot, Neutral Pond with High Oxygen"
6.2,25,7,"Tropical, Neutral Lake with Moderate Oxygen"
8.8,21.5,7.2,"Hot, Neutral Pond with High Oxygen"
8,20.5,7.1,"Hot, Neutral Pond with High Oxygen"
7.9,21.5,7.2,"Hot, Neutral Pond with High Oxygen"
9.7,12.9,7.4,"Cool, Neutral Stream with High Oxygen"
4.7,18.2,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9,12.5,6.8,"Cool, Neutral Stream with High Oxygen"
9.8,10.4,6.8,"Cool, Neutral Stream with High Oxygen"
8.4,10.8,7.5,"Cool, Neutral Stream with High Oxygen"
8,14.5,7.2,"Cool, Neutral Stream with High Oxygen"
9,12,7.3,"Cool, Neutral Stream with High Oxygen"
9.2,10.2,7.5,"Cool, Neutral Stream with High Oxygen"
8.9,10.8,7.3,"Cool, Neutral Stream with High Oxygen"
10.8,12,6.8,"Cool, Neutral Stream with High Oxygen"
10.5,12.3,7,"Cool, Neutral Stream with High Oxygen"
10,10.6,7.4,"Cool, Neutral Stream with High Oxygen"
11,10.5,7.4,"Cool, Neutral Stream with High Oxygen"
6,26.9,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
7,25.6,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
10.5,11,7.5,"Cool, Neutral Stream with High Oxygen"
6,22,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
4,25.8,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
5.5,24.7,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
4,26,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.5,18.1,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,17.9,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5.5,22,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
5,25,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
4,22.8,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
5,18.1,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10.8,12,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10.6,16,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
9.2,20,7,"Hot, Neutral Pond with High Oxygen"
9,12,7,"Cool, Neutral Stream with High Oxygen"
10.8,12,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,15,7.4,"Cool, Neutral Stream with High Oxygen"
6,27,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
10,13,7.5,"Cool, Neutral Stream with High Oxygen"
9,10,7.2,"Cool, Neutral Stream with High Oxygen"
7,27.1,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,24.2,6.8,"Hot, Neutral Pond with High Oxygen"
5,26.2,6.4,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
8,21.9,6.9,"Hot, Neutral Pond with High Oxygen"
11,20,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
8,22.9,6.8,"Hot, Neutral Pond with High Oxygen"
7,22.3,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
9.2,15,7.4,"Cool, Neutral Stream with High Oxygen"
8.6,12.5,7.3,"Cool, Neutral Stream with High Oxygen"
8.2,10,7,"Cool, Neutral Stream with High Oxygen"
7.2,25,6.8,"Hot, Neutral Pond with High Oxygen"
6.4,22.5,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
9,14.3,7.3,"Cool, Neutral Stream with High Oxygen"
6,20.5,6.3,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
8.4,13,6.9,"Cool, Neutral Stream with High Oxygen"
7.4,22,6.8,"Hot, Neutral Pond with High Oxygen"
9.2,10,7.2,"Cool, Neutral Stream with High Oxygen"
6.4,24,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
8.4,10,6.8,"Cool, Neutral Stream with High Oxygen"
6,23,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
8.8,15,7.1,"Cool, Neutral Stream with High Oxygen"
7.8,20,7.1,"Hot, Neutral Pond with High Oxygen"
4.4,25,6.3,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
10.8,10,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,13,7,"Cool, Neutral Stream with High Oxygen"
11.2,10.3,6.3,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
4.9,17.5,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
1,8,8.2,"Cold, Alkaline Stream with Very Low Oxygen"
3,11.5,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.1,17.3,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5.6,10,7,"Cold, Neutral River with Moderate Oxygen"
4,14,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,12,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.9,10,7.5,"Cool, Neutral Stream with High Oxygen"
11.8,11.2,7.3,"Cool, Neutral Stream with High Oxygen"
11.6,10,7.5,"Cool, Neutral Stream with High Oxygen"
9,14,7,"Cool, Neutral Stream with High Oxygen"
14,17,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6,5,7,"Cold, Neutral River with Moderate Oxygen"
4.6,16,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.9,15,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6,9,6.5,"Cold, Neutral River with Moderate Oxygen"
9.6,11,7,"Cool, Neutral Stream with High Oxygen"
6,8,5.5,"Cool, Acidic River with Moderate Oxygen"
9.4,13,7,"Cool, Neutral Stream with High Oxygen"
10,15,7,"Cool, Neutral Stream with High Oxygen"
5,17,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.5,15.6,7.3,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,18.5,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.5,12.5,7.1,"Cool, Neutral Stream with High Oxygen"
3,18.7,7.2,"Temperate, Slightly Alkaline Lake with Low Oxygen"
11.1,13.3,7,"Cool, Neutral Stream with High Oxygen"
5.6,5,7,"Cold, Neutral River with Moderate Oxygen"
10,12,7.2,"Cool, Neutral Stream with High Oxygen"
9.4,14.2,7,"Cool, Neutral Stream with High Oxygen"
11.8,15,7.4,"Cool, Neutral Stream with High Oxygen"
10,15,7.1,"Cool, Neutral Stream with High Oxygen"
7.8,27.8,6.9,"Hot, Neutral Pond with High Oxygen"
8.4,26.7,6.8,"Hot, Neutral Pond with High Oxygen"
8,27.3,7.1,"Hot, Neutral Pond with High Oxygen"
5,14,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.1,24.1,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
10.2,13,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
6,8.3,6,"Cool, Acidic River with Moderate Oxygen"
6,12.7,5.7,"Cool, Acidic River with Moderate Oxygen"
6.6,10.2,5.6,"Cool, Acidic River with Moderate Oxygen"
6.7,9,6,"Cool, Acidic River with Moderate Oxygen"
5.3,15,6,"Cool, Acidic River with Moderate Oxygen"
6,15,6,"Cool, Acidic River with Moderate Oxygen"
7,7,7,"Cold, Neutral River with Moderate Oxygen"
11.8,13.7,7.1,"Cool, Neutral Stream with High Oxygen"
11.8,13.7,7.1,"Cool, Neutral Stream with High Oxygen"
4,26,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
2.6,26,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.5,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
8,10,7,"Cool, Neutral Stream with High Oxygen"
11,14,7.4,"Cool, Neutral Stream with High Oxygen"
8.3,10,7.1,"Cool, Neutral Stream with High Oxygen"
7,7,6.6,"Cold, Neutral River with Moderate Oxygen"
11,11.5,7.1,"Cool, Neutral Stream with High Oxygen"
4,12.5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
11,12,7.1,"Cool, Neutral Stream with High Oxygen"
7,5.5,6.7,"Cold, Neutral River with Moderate Oxygen"
9.6,28.5,6.8,"Hot, Neutral Pond with High Oxygen"
9,13.9,7,"Cool, Neutral Stream with High Oxygen"
10.7,11.5,6.9,"Cool, Neutral Stream with High Oxygen"
9.2,11.5,6.8,"Cool, Neutral Stream with High Oxygen"
9.2,11,6.9,"Cool, Neutral Stream with High Oxygen"
11.1,13.8,7.5,"Cool, Neutral Stream with High Oxygen"
8.1,12,7.5,"Cool, Neutral Stream with High Oxygen"
4.3,22.5,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
12,16,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
5,18,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,10,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,22,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5,13,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,20,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,8,6,"Cool, Acidic River with Moderate Oxygen"
5,15,6,"Cool, Acidic River with Moderate Oxygen"
5,8,6,"Cool, Acidic River with Moderate Oxygen"
9.6,13,6.9,"Cool, Neutral Stream with High Oxygen"
8.2,20.6,6.8,"Hot, Neutral Pond with High Oxygen"
9.8,14,6.9,"Cool, Neutral Stream with High Oxygen"
10.3,19,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
5.3,10,6.9,"Cold, Neutral River with Moderate Oxygen"
10,12,7,"Cool, Neutral Stream with High Oxygen"
11,14.5,7,"Cool, Neutral Stream with High Oxygen"
6.3,10,7,"Cold, Neutral River with Moderate Oxygen"
10,11,7,"Cool, Neutral Stream with High Oxygen"
8.7,22,7,"Hot, Neutral Pond with High Oxygen"
10.5,11.5,6.8,"Cool, Neutral Stream with High Oxygen"
8,20,6.9,"Hot, Neutral Pond with High Oxygen"
8.6,14,7.3,"Cool, Neutral Stream with High Oxygen"
10,15,7.4,"Cool, Neutral Stream with High Oxygen"
6,26.3,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
9.3,12,7,"Cool, Neutral Stream with High Oxygen"
8,14,6.8,"Cool, Neutral Stream with High Oxygen"
8.2,22.1,7,"Hot, Neutral Pond with High Oxygen"
6.3,7.8,6.6,"Cold, Neutral River with Moderate Oxygen"
5.1,20,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
7,9,7.1,"Cold, Neutral River with Moderate Oxygen"
3.9,15.7,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.9,11.4,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6,5.3,6.6,"Cold, Neutral River with Moderate Oxygen"
6,30,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
6.2,29,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
6.2,29,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,29.8,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5.8,29.7,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
7,26,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
12,14,7.2,"Cool, Neutral Stream with High Oxygen"
12,12,7.1,"Cool, Neutral Stream with High Oxygen"
12,12,7.1,"Cool, Neutral Stream with High Oxygen"
12,13,7.5,"Cool, Neutral Stream with High Oxygen"
11,10,7.2,"Cool, Neutral Stream with High Oxygen"
8.8,20.6,6.9,"Hot, Neutral Pond with High Oxygen"
6,22.9,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
11,10,6.3,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
5,19,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3.8,25,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
8,14,7.5,"Cool, Neutral Stream with High Oxygen"
3,22,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5,28,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
3.2,20,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
1.2,28,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.4,28,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5.2,24,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5.2,24,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4.6,24,7,"Tropical, Neutral Lake with Moderate Oxygen"
5.3,30,7,"Tropical, Neutral Lake with Moderate Oxygen"
4.6,26,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5.2,28,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
3,20,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
8.4,26.5,7.1,"Hot, Neutral Pond with High Oxygen"
8.2,28.5,7,"Hot, Neutral Pond with High Oxygen"
9,22,6.8,"Hot, Neutral Pond with High Oxygen"
7,29.9,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
6.4,22,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
5,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
9.6,13.8,7.3,"Cool, Neutral Stream with High Oxygen"
5.1,23,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
5.5,22,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5,22,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
5,22,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
5.5,23,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
10.3,15,7.4,"Cool, Neutral Stream with High Oxygen"
8.5,12,7.2,"Cool, Neutral Stream with High Oxygen"
3.8,10,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
6.5,8,7.2,"Cold, Neutral River with Moderate Oxygen"
6.3,10,6.6,"Cold, Neutral River with Moderate Oxygen"
5,12.3,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,14.5,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8.7,11.5,7,"Cool, Neutral Stream with High Oxygen"
3,12.9,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,16.8,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,16.7,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,16.4,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,16,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
3,14.5,7.4,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,16,7.8,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2.5,11.9,7.5,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.5,13.6,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,16.4,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
8,10.5,7,"Cool, Neutral Stream with High Oxygen"
9,11,7.1,"Cool, Neutral Stream with High Oxygen"
8.4,12,7.4,"Cool, Neutral Stream with High Oxygen"
10,15,6.8,"Cool, Neutral Stream with High Oxygen"
4,23.1,7.1,"Tropical, Neutral Lake with Moderate Oxygen"
5,13,7.1,"Temperate, Slightly Alkaline Lake with Low Oxygen"
