pH,Humidity,Air Temp
7.8,84,5
7.6,84,11
7.6,69,12
6.9,76,13
5,69,27.5
6.3,82,14.6
4.8,76,8
9.3,84,12.3
9.3,91.5,17.6
9.3,91,28.9
9.3,85,23.3
9.3,82,8.4
9.3,91,11.8
9.3,76,13.6
9.3,82,9.1
9.3,83,17.4
9.3,91,23.7
9.3,83,24.9
9.3,84,21.3
9.3,76,17.2
9.3,84,16.7
9.3,91,22.2
9.3,83,26.5
9.3,83,24.3
9.3,82,6.8
9.3,83,17.8
9.3,84,5
9.3,100,10
9.3,84,7
9.3,83,10
9.3,78,6
9.3,76,8
7.9,33,7
7.6,64,6
6.8,71,5
6,68,5
5.8,55,9
4,25,8
4.5,34,1
4.5,74,2
4.5,51,1
5.5,67,-14
5.5,93,-4
4,95,-4
6,95,-7
5,75,-6
5,50,2
6,41,-3
5.7,51,-2
4.7,50,1
6.6,51,-1
6.9,52,-1
7.1,50,2
6.3,30,0
7.5,30,1
8.4,20,3
8,15,2
8.3,15,3
8.6,15,1
8.5,18,0
9.2,14,-5
8.5,17,1
8.8,61,7
9.4,70,11
9,76,14
8.3,79,9
8,30,14
7.6,51,14
7.7,52,12
8.9,49,-2
6.5,46,-3
5.7,34,-5
7.1,50,2
6.2,50,0
5.8,48,-3
6,30,-5
6.7,46,-5
6.3,50,2
6.4,56,-4
6.2,76,29.4
6.6,60,29.4
6.3,49,9
6.3,45,5
6.2,50,-4
6.2,50,6
6.5,55,26
6.4,52,20
6.4,74,26
6.3,54,23
6.3,67,25
5.6,52,23
5.9,80,24
6.3,86,21
6.2,92,23
6.6,87,26
6,69,24
7.6,66,23
7.2,67,23
6.8,79,24
6.5,60,20
7.3,66,19
7.2,66,19
7.5,67,20
7.5,72,18
7.2,75,23
6.4,75,23
6,57,19
7.8,57,21
6.4,80,20
6,83,22
6.6,66,21
6.6,81,20
7.2,81,23
8.3,64,22
7.8,64,25
8.1,94,19
8.5,96,20
8.5,70,24
5.8,45,25
3,48,23
3.5,59,23
6.7,70,26
4.8,70,28
6.9,77,26
6.5,75,25
6.4,16,23
6.4,15,24
8.8,77,26
4,75,27
4,45,26
4,71,26
6.7,78,25
7,78,27
6.7,64,28
6.4,56,29
6.1,56,28
6.5,15,31
6.4,25,31
6,15,30
4.7,48,33
4.7,26,31
6.5,89,31
8.5,12,31
7.5,26,31
5.5,26,31
5.5,16,33
5.5,30,32
5.2,30,31
5.5,45,30
5.5,45,28
5.2,76,28
4.7,85,26
4.5,85,28
4.5,90,29
4.5,92,27
7,86,26
5,73,28
7.3,73,27
5.5,73,26
6,84,26
4,50,25
4.5,64,21
4.3,67,24
5.8,77,25
5.2,75,26
9.3,33,23
5.2,58,24
5.6,29,25
4.8,37,24
5.4,60,25
6.9,60,26
5.5,60,26
5.8,52,23
5.3,63,27
5,59,25
5,31,25
5.3,39,24
4,60,25
5.6,40,25
5,45,26
3.9,58,26
8.8,68,26
4.5,40,24
4.9,77,27
5,61,26
5,61,23
6,62,24
6.6,94,23
6.9,64,18
7,24,19
7.3,24,20
5,22,18
7,22,25
5,25,30.1
7,25,31.8
7,25,26.2
5.3,25,28.8
5,25,24.8
6.5,17,26.4
5.5,21,24.7
7.1,19,27.1
7.4,23,30.5
7.6,19,31.7
7.4,19,33
4.8,22,33.4
5.2,19,34.9
6,15,33.9
4.8,17,14.1
5,15,10.9
5.8,20,9.1
6.4,20,14.7
4.7,20,25.5
5,33,21.6
5.8,27,28
6.3,20,31
4.8,20,30
5,13,30
5.8,13,31
4.8,11,31
5,10,30
5.8,18,30
7.7,18,30
7.5,16,31
7.8,22,30
7.7,18,27
4,14,30
4.3,10,31
4.9,16,29
4.7,14,32
8.4,17,32
8,14,32
6.9,15,32
5.4,15,33
3.9,17,33
7,13,31
7,11,32
7.5,11,32
7.4,13,31
6.5,14,31
5.5,12,31
7.5,12,31
7.5,10,32
5.4,36,32
5.9,21,31
6.7,19,31
6.6,26,30
6,22,30
5.3,15,31
6.2,28,30
5.6,17,30
5.4,66,30
5.8,93,31
6.4,32,30
6.7,23,32
6.1,42,33
6.1,74,34
6.1,52,34
6.3,60,32
6.1,60,32
6.7,56,32
6.8,57,33
6.1,57,34
7.1,52,33
6.9,19.1,31
7.2,59,32
7,60,31
7,60,31
7,65,30
7,62,29
7,69,33
7,62,34
7,64,34
7,58,32
7,61,32
7,61,32
7,87,33
4.2,67,34
4.2,60,33
13,61,31
8,52,32
7.7,59,28
7.3,43,31
7.3,37,32
7.7,40,32
8,54,32
8.7,67,33
8.8,69,32
8.7,59,34
8.8,66,34
9.2,66,33
8.8,57,34
8.9,60,32
9.4,68,32
8.2,67,32
8.2,49,32
9.8,45,33
9.2,68,32
9.4,70,33
8.9,69,33
8.6,70,34
8.8,68,33
9.1,59,33
8.4,37,31
8.9,36,31
8.9,40,31
7.8,43,33
9.7,35,31
9.1,16,29
8.2,29,30
8.2,16,31
8.8,19,30
9.6,60,27
8.9,55,31
8.9,67,30
8.2,70,30
9.2,66,29
8.3,50,31
9.1,66,38
8.5,67,30
9.3,65,30
9.1,55,30
8.1,67,30
8.9,70,29
8.8,50,35
9.8,67,30
9.3,68,32
8.6,55,28
9.3,77,28
9.1,71,31
8.2,56,31
8.6,66,27
8.7,67,27
8.5,54,31
9,48,8
7.9,65,7.7
9.5,67,6.4
9.5,60,5.5
9.7,53,1.9
9,50,-1.6
9.3,49,-1.9
8.7,46,4.1
8.6,30,2.2
9.9,30,0.4
9.5,30,1.9
8.7,48,-0.6
9.5,59,-2.3
8.4,54,-14.1
8.7,65,-4.3
9.1,65,2.7
9,65,-6.5
8.8,65,0.3
9.6,26,2.6
8.7,29,0.4
8.7,23,2.3
8.5,26,-2.6
8.9,25,6.3
8.9,31,9.4
8.1,29,-0.4
9.3,23,2.4
11.9,27,4.3
8.8,27,6.5
8.6,26,6.8
9,25,20.6
9.6,29,9.1
8.8,35,4.9
9.1,48,5.8
8.6,24,24
8.4,33,12.7
8.6,21,28.6
8.4,22,27.6
8.8,28,28.9
9.3,21,30.4
9.1,21,30.6
9.1,26,25
9.2,22,24.4
8.6,21,23.5
8.4,24,28.7
9.2,21,24.3
8.9,26,28.3
9.3,28,23.4
7.3,32,27.9
9.2,23,25.7
9,25,26.3
9,28,25
9.1,32,25.3
7,29,27.9
7.4,23,18.5
6.5,27,18.6
7.2,26,19.3
7.8,25,18.4
7.2,29,18.5
6,21,17.2
8.7,21,21
9,31,17.4
7.8,30,19.1
7.2,31,13.1
7.2,21,16.7
8.9,42,10.6
8.7,32,5.8
9.2,34,4.1
9,39,12.2
7.2,30,20.6
8.2,38,28
8.3,34,28.3
6.9,32,29.4
8.2,41,17.3
7.9,27,11.1
7.8,24,22
7.6,27,18.1
7.6,23,31
6.9,29,18.5
5,30,31
6.3,30,30
4.8,41,14.2
9.3,23,13.5
9.3,21,11.4
9.3,21,6.8
9.3,23,6
9.3,21,9.1
9.3,21,5.2
9.3,59.8,5
9.3,64.5,6
9.3,47.7,3.7
9.3,83.9,2.9
9.3,21,1.9
9.3,17,1.1
9.3,25,0.9
9.3,33,7.9
9.3,26,4.4
9.3,22,3.9
9.3,40,0.8
9.3,52.8,6.8
9.3,9,2.1
9.3,7,1.3
9.3,13,-0.1
9.3,20,20.3
9.3,9,27.8
9.3,6,19.2
9.3,9,15.9
7.9,8,19.2
7.6,8,22.9
6.8,4,23.2
6,6,23.9
5.8,7,21.5
4,7,18.7
4.5,7,22.2
4.5,7,15.2
4.5,7,15.1
5.5,7,11.3
5.5,11,7.4
4,11,11.1
6,6,9.6
5,17,6.2
5,21,4.5
6,11,6.4
5.7,9,6.5
4.7,13,10.7
6.6,23,8.2
6.9,14,6.9
7.1,14,7.1
6.3,13,2.2
7.5,13,1.4
8.4,15,3.3
8,22,6.5
8.3,11,8.9
8.6,9,7.5
8.5,7,2.8
9.2,9,1.3
8.5,37,3.4
8.8,70,5.3
9.4,42,3
9,37,1.8
8.3,28,2.8
8,59,14.8
7.6,31,2.3
7.7,23,1.2
8.9,23,0.5
6.5,13,3.6
5.7,12,0.8
7.1,13,1.2
6.2,13,4
5.8,11,3.8
6,11,0.9
6.7,10,-0.8
6.3,18,-0.4
6.4,16,4.1
6.2,18,8
6.6,12,8.8
6.3,8,11.5
6.3,11,5.6
6.2,10,13.8
6.2,12,7.1
6.5,13,7.4
6.4,10,12
6.4,13,9.2
6.3,12,17.2
6.3,11,18.5
5.6,11,26.8
5.9,12,7.4
6.3,17,23.5
6.2,14,24.3
6.6,12,22.1
6,16,22.5
7.6,6,23.9
7.2,14,20.1
6.8,13,27.4
6.5,10,28.4
7.3,13,18.3
7.2,12,22.9
7.5,14,13.2
7.5,14,16.6
7.2,11,5
6.4,11,5
6,10,8
7.8,11,18
6.4,12,15
6,10,21
6.6,23,22
6.6,18,12
7.2,17,16
8.3,9,12
7.8,10,10
8.1,34,10
8.5,13,14
8.5,15,16
5.8,15,19
3,14,12
3.5,9,12
6.7,8,8
4.8,13,6
6.9,15,3
6.5,6,5
6.4,7,7
6.4,6,-6
8.8,20,2
4,42,2
4,13,0
4,14,-1
6.7,9,0
7,8,2
6.7,6,0
6.4,24,-2
6.1,15,-1
6.5,13,2
6.4,10,1
6,12,4
4.7,23,5
4.7,17,0
6.5,14,-3
8.5,10,-5
7.5,11,-10
5.5,13,11
5.5,13,5
5.5,22,6
5.2,9,4
5.5,8,2
5.5,13,4
5.2,9,10
4.7,10,5
4.5,22,6
4.5,31,10
4.5,11,10
7,10,4
5,41,6
7.3,25,7
5.5,16,14
6,22,14
4,17,16
4.5,27,16
4.3,86.6,20
5.8,40,19
5.2,45,15
9.3,52,13
5.2,10,11
5.6,11,13
4.8,15,24
5.4,14,12
6.9,15,19
5.5,46,28
5.8,46,29
5.3,29,25
5,20,17
5,22,18
5.3,45,17
4,32,17
5.6,28,13
5,26,16
3.9,26,16
8.8,20,16
4.5,18,17
4.9,20,17
5,25,15
5,37,16
6,82,10
6.6,33,16
6.9,20,13
7,25,18
7.3,39,23.5
5,42,15
7,54,21
5,58,14
7,37,16
7,57,15
5.3,44,16
5,52,11
6.5,50,10
5.5,31,9
7.1,47,15
7.4,36,11
7.6,39,11
7.4,42,9
4.8,47,12
5.2,28,8
6,29,10
4.8,23,16
5,50,6
5.8,41,8
6.4,39,4
4.7,35,2
5,20,1
5.8,23,13
6.3,21,7
4.8,10,5
5,9,5
5.8,10,9
4.8,30,7
5,32,5
5.8,15,5
7.7,50,4
7.5,50,2
7.8,45,10
7.7,50,11
4,50,8
4.3,55,5
4.9,35,13.7
4.7,25,14.1
8.4,30,12.1
8,30,14.1
6.9,25,18.5
5.4,30,23
3.9,25,23
7,25,23.1
7,35,23.1
7.5,20,14.1
7.4,30,19.6
6.5,25,19.6
5.5,60,17.7
7.5,65,13.4
7.5,65,12
5.4,45,12
5.9,30,12
6.7,55,10
6.6,50,10
6,50,11
5.3,50,11
6.2,50,11
5.6,20,9
5.4,15,4.7
5.8,39,19.4
6.4,45,12.6
6.7,46,16.5
6.1,25,13.8
6.1,30,12.1
6.1,20,11.4
6.3,30,14.7
6.1,60,18.1
6.7,55,16.1
6.8,25,11.7
6.1,20,9.8
7.1,70,7.8
6.9,40,8.2
7.2,40,10
7,35,13
7,40,8
7,45,7
7,40,7
7,40,4
7,25,2
7,50,5.4
7,50,3.8
7,55,1.5
7,60,4
7,60,4
4.2,40,4
4.2,50,5
13,35,3.1
8,30,1.9
7.7,30,-0.4
7.3,50,0.5
7.3,75,1.6
7.7,75,1.7
8,40,1.2
6.6,40,7
7.3,80,7.4
7.9,75,2.8
7.6,60,5.1
7.6,60,10
8.3,60,10.5
5,60,8.5
5.3,65,7.5
8.4,40,4
8.5,55,4.1
6.9,50,0.6
6.9,45,0.5
7.1,40,0.6
6,20,0.2
8.4,60,-0.1
8.3,55,2.8
8.8,20,1.9
8.7,20,2.7
7,15,6.1
6,35,6.1
4,20,6.3
6,50,1.8
7,50,4.9
6.5,50,5.1
7.2,50,5.5
8,50,5.9
8,45,5.9
8,45,5.5
8,70,5.1
6.6,50,7.5
5.9,55,4.2
7.5,60,1.8
8.2,55,1.2
6.5,60,3.2
7,65,4.1
7.4,50,0.6
8.3,50,2.3
8,50,2.5
8,50,1.5
6.9,40,-0.1
7.5,40,-0.2
6.8,50,-1
7.7,50,4.5
7.8,75,1.8
8,70,1.5
8,55,2.4
6,45,2.9
7,50,4.4
7,40,4.6
7,40,6.7
6.5,50,6.2
6.5,35,7.7
6,40,5.3
6.5,30,6.3
6.7,30,5.6
6.9,25,8.6
5,50,3.5
7.5,30,3.3
7,35,3.9
7.4,40,11.2
6.9,60,10.3
7.2,40,8.2
6.7,60,8.5
6.7,50,11.3
6.7,65,1.1
5.9,60,5.7
6.2,55,9.5
6.2,80,8.1
6.3,30,10.3
6.6,30,10.6
5.9,50,5.3
6.3,70,5.8
6.3,50,4.8
6.7,45,13.6
6.5,45,8.3
6.6,60,9.2
7,40,13.8
6.4,45,10.5
6.3,40,7.3
5.4,55,7.2
5.8,60,4.5
5.9,60,6.3
5.8,55,8.7
6.1,70,8.3
7.1,40,8.1
7.5,35,8.4
6.7,35,13.8
6.7,80,6.8
6.5,60,6.8
6.6,75,9.7
6.5,60,12.9
6.6,40,11.5
7.8,40,16.8
7.7,55,9.8
7.5,50,8.7
6,60,6.4
6,85,9.1
6,70,12.1
7.3,65,13.1
7.8,55,20.1
7.9,65,13.1
7.3,60,9.3
7.5,65,10.9
6,40,14.9
6,75,19.2
7.3,75,20.5
7.5,80,17.6
7.2,45,16.4
7.3,50,16.5
7.4,45,6.2
7.2,65,5.1
6.3,80,5.6
6.5,80,4.8
7.5,60,6.1
6.5,50,9.7
6,55,9.5
6,70,12.1
6,55,14.5
6,65,19.5
6,80,17.2
6,65,15.6
7,60,15.4
7,65,12.9
6,60,17.1
6,75,18.1
8,75,24.7
8,50,24.7
7,50,12.3
6,50,14.5
7,55,17.3
7,30,17.7
8,35,16.9
7,55,10.5
7,65,11.3
6,60,8.9
6,54,10.4
6,80,11.5
7,20,11.6
6,45,14.8
6,60,11.1
6,55,16.5
6,55,16.5
7,50,9.6
6,50,12.7
6,35,12.6
7,60,13.5
6,35,17.6
6,45,22.3
6,50,21.8
4.8,40,13.2
6.1,36,13.6
6.3,50,13.6
4.8,50,18.2
6.1,45,19.2
6.3,50,29.7
5.8,45,30.3
6.5,25,27.2
7,25,28.3
4.9,45,29.2
7,30,29.6
7.4,55,29.1
7.3,20,28.1
6,25,28.9
6.5,55,28.5
6.1,45,25.4
6.6,50,28.3
5.6,60,29.7
5.8,55,27.4
7.7,55,29.2
7.9,58,27.2
7,68,28
8.2,60,29.6
7.8,57,27.5
8.2,48,26.4
6.6,58,26.6
7.1,55,26.7
6.5,70,29
6.9,67,27.3
7.6,60,29
7.4,20,28
6.8,20,28.5
6.9,20,27.5
7.5,42,28
5.2,47,29.5
5.4,67,28.5
5.5,60,27.5
5.4,51,26.5
5.5,53,25.5
5.5,57,27
4.7,57,28.5
6,52,27.5
7.7,59,28.5
7.3,42,28.5
6.6,63,28
6.7,49,27.5
6.1,71,28.5
6,60,26
5.3,81,27.5
5.3,62,27.5
6,71,27
5.3,56,25.5
7,59,26.5
6,60,25.5
7.7,48,26
4.9,43,27
7.5,40,27
5.3,41,27.5
7,40,29.5
8.5,50,27
6.4,61,28.5
6.4,58,28.5
6.4,56,28
6.4,57,27
6.4,70,28.5
4,47,29.5
5,64,28.5
5,26,30
5,29,29
5,20,28.5
4,20,28.5
4,38,27
4,21,28
6,70,27.5
6,60,28.5
6,47,27
6.4,74,28.5
6.4,46,27.5
6.4,82,28.5
6.4,44,28
6.4,57,29
6.4,54,26.5
6.4,53,28
5.5,20,29
5,20,28.5
8,20,28.5
8,64,27.5
8,61,26
7,38,28.5
7.6,59,28
7.4,69,28
7.9,69,29
6.7,77,27.5
6.2,51,28.5
6.1,47,27
6.6,27,27.5
6.4,24,29
8,22,26.5
7,28,26
6.7,31,27.5
9.2,30,27.5
8.4,29,27.5
9.2,38,27.5
9.5,62,28
8.8,54,26
6.9,63,28
7.3,64,28
2,48,28
7.3,76,27.5
7.8,57,27.5
7,62,26.5
5.7,64,27
6.7,44,27
7.1,36,27
7,28,28
5.7,20,28.5
6.7,80,29
5.3,70,28
5.7,61,26.5
5,50,27.5
5.7,73.3,23.6
7,73.3,22.6
6,54,25.1
5.5,77,23.2
7,70,27.4
5,70,34.7
6,67,29.3
7,50,26.5
9,64.7,25.9
8.7,44.5,24.9
8.2,64.7,25.7
7.5,81.2,25.7
8.6,61.7,24.9
9.3,67.4,25.5
9.2,85.9,24.5
8.7,93.2,25.1
8.6,92.8,32.7
9.2,92.9,28.1
8.6,92.8,29.2
8.9,92.8,21.3
9.1,92.8,24
8.4,92.8,22
9.2,92.8,22.1
8.9,92.8,24.2
9.2,92.9,25.3
8.7,92.8,27
9.3,92.9,26.9
8.7,92.8,26.4
9.4,92.8,27.4
8.9,92.8,29.4
9.2,92.8,29.1
9.2,92.7,28.3
8.5,92.8,28.3
8.9,85.9,29.9
7.8,86.2,36
8.7,73.4,35.2
8.6,92.9,29.3
8.6,92.8,37
8.5,92.8,37
9.2,92.7,37
8.5,92.7,40.1
8.6,92.7,39.6
8.6,92.7,38.6
8.5,86.4,36.4
9.2,86.2,37.8
8.9,86.2,40.1
9.2,92.8,38.8
9.1,92.8,37.3
9.4,92.8,37.6
8.5,92.9,38.4
8.9,92.9,37.4
8.6,92.8,39.4
8.9,85.9,36.7
8.6,80,37.1
9.2,92.6,37
8.6,85.7,38.1
8.6,92.7,37.2
8.6,92.7,32.6
8.9,92.6,34.5
9.2,92.7,36.4
8.8,92.7,32.5
8.9,92.8,31.9
8.8,86.2,31.7
8.6,79.7,32.1
9.3,79.3,30.5
8.7,92.8,33.2
9.4,86.2,33.4
8.9,86.2,31.2
9.3,86.2,30.6
8.6,92.9,29.5
8.9,92.8,28.6
9.1,92.9,27.6
8.6,92.9,27.5
9.2,86.2,29.8
7.3,86.2,30.2
6,86.2,25.6
5.4,86.2,25.4
4.7,86.2,26.3
4.6,92.9,30.3
4.9,73,26.7
9.1,80,25.6
8.2,66.9,28.9
4.7,73,28.4
6.5,66.3,31.3
6,66.9,31.4
5,66.3,29.2
9,73,28.6
5.2,73,26.6
9.2,66.9,29.2
7,100,28.6
6.6,66.3,26.6
4.7,73,28.2
4.1,79,28.6
9.2,85.4,28.1
9,73,28.6
8,73,21.2
8,55,21.7
8,35,24.3
8,60,29.2
7.4,48,26.9
8.9,65,23.5
8.9,75,21.4
9.1,60,22.3
9.3,80,21.2
7,90,21.4
6,85,21.2
6,95,26.5
9.4,95,25.1
6.5,85,26.8
9,25,28.4
7.4,50,24.8
6.5,35,25.3
8.3,35,20.8
7.8,55,21.3
8.7,61,22.6
9.6,95,22.4
9.7,35,16.6
10.6,65,16.3
9.1,60,18.2
9.5,60,17.6
9,38,23.2
9,54,19.6
9.5,60,15.3
8.7,60,22.6
9.3,21,16.2
9,20,13.6
8.5,37,17.7
8.2,35,18.4
8.8,75,17.7
10.1,60,18.8
8.7,75,19.7
8.8,50,22.4
8.7,65,24.2
8.8,50,26.8
9.2,40,26.7
8.8,30,27.5
8.9,45,25.7
9.4,45,22.6
8.2,51,21.7
8.2,51,16.3
9.8,60,15.1
9.2,70,19.3
9.4,65,10.3
8.9,53,10.3
8.6,58.4,10.9
8.8,51.3,9
9.1,58.4,11.5
8.4,53.4,11.8
8.9,51.3,9.7
8.9,60.7,10.6
7.8,54.8,7.6
9.7,46.9,11.6
9.1,58.7,11.5
8.2,58.7,11
8.2,51.1,13.8
8.8,46.9,14.8
9.6,67.6,14.5
8.9,73.1,11.6
8.9,100,10.9
8.2,59.4,11.1
9.2,61.9,13.8
8.3,60.1,14.2
9.1,73.5,19.9
8.5,82.8,17.7
9.3,57.8,15.7
9.1,63.1,16.1
8.1,71.2,10.4
8.9,68.1,4.9
8.8,60.1,4.2
9.8,59.4,2.7
9.3,62.5,6.3
8.6,70.8,11.2
9.3,76.8,13.7
9.1,76.8,13.4
8.2,74,9.1
8.6,57.1,10.2
8.7,51.9,5.1
8.5,63.1,10.9
9,63.1,9.7
7.9,42.1,13.2
9.5,61.9,14.5
9.5,66.4,17.9
9.7,79,18.9
9,92.6,18.7
9.3,72.6,20.6
8.7,79.4,23.7
8.6,67.6,22.9
9.9,79.4,20.3
9.5,28.1,17.6
8.7,61.2,5
9.5,92.8,3
8.4,50.2,6
8.7,73.5,4
9.1,79.7,3
9,73.1,2
8.8,73.5,6
9.6,67,1
8.7,79.4,5
8.7,79,7
8.5,79.4,6
8.9,73.5,5
8.9,79,3
8.1,67.6,3
9.3,73.1,4
11.9,73.5,9
8.8,73.1,8
8.6,62.5,6
9,68.1,6
9.6,62.5,7
8.8,67.6,5
9.1,67.6,6
8.6,61.9,6
8.4,67,8
8.6,56.4,6
8.4,61.2,7
8.8,61.9,6
9.3,72.6,9
9.1,67,9
9.1,51.9,7
9.2,56.4,10
8.6,61.2,9
8.4,55.6,5
9.2,57.1,6
8.9,56.4,13
9.3,61.9,15
7.3,78.7,3
9.2,67,7
9,67,11
9,73.1,16
9.1,79,12
7,79.4,8
7.4,79,23.2
6.5,85.5,18.2
7.2,79,11.3
7.8,67.6,16.3
7.2,68.1,17.7
6,73.1,12.7
8.7,73.5,17.5
9,73.5,16.9
7.8,68.1,14.6
7.2,67.6,17.1
7.2,73.5,20.2
8.9,63.1,16.3
8.7,68.1,14.9
9.2,61.9,17.7
9,67,16.5
7.2,79,12.6
8.2,74,14.4
8.3,67.6,16.5
6.9,52.7,17.8
8.2,62.5,18.3
7.9,57.8,22.3
7.8,62.5,17.8
7.6,67,17.2
7.6,56.4,19.8
6.9,67.6,16.5
5,67.6,13.8
6.3,57.1,21.9
4.8,61.9,15.8
9.3,72.6,12.7
9.3,67,10.2
9.3,63.1,10.9
9.3,61.9,12.5
9.3,61.9,12.4
9.3,56.4,15.3
9.3,57.8,14.6
9.3,67.6,14.8
9.3,73.5,15.7
9.3,74,13.1
9.3,67.6,14
9.3,73.5,11
9.3,67,8.7
9.3,67,6.4
9.3,61.2,11.9
9.3,66.4,12.3
9.3,61.2,9.2
9.3,66.4,12.9
9.3,67,11.6
9.3,67,15
9.3,72.6,12
9.3,78.7,12.3
9.3,72.1,9.5
9.3,92.3,10.5
9.3,65.2,10.9
7.9,66.4,11.7
7.6,79.4,12.4
6.8,73.1,16
6,79,11.6
5.8,72.6,11.8
4,67.6,12.1
4.5,55.6,13.6
4.5,61.2,11.5
4.5,61.2,8.3
5.5,54,11.4
5.5,54.8,5
4,55.6,5.4
6,51.1,12
5,56.4,9.1
5,56.4,8.3
6,61.9,10.6
5.7,62.5,9.6
4.7,61.2,10.8
6.6,61.9,6.6
6.9,56.4,2.3
7.1,54.8,4.1
6.3,49.3,8.5
7.5,55.6,9.3
8.4,61.2,11.4
8,60.5,12.6
8.3,61.2,12.9
8.6,61.9,12
8.5,73.5,11.5
9.2,73.5,11.2
8.5,67.6,9
8.8,68.1,10.5
9.4,67.6,12
9,61.9,12.1
8.3,55.6,11.4
8,55.6,11
7.6,55.6,7.2
7.7,55.6,5
8.9,48.4,4
6.5,48.4,7.8
5.7,49.3,9.9
7.1,54,7.5
6.2,39,11.6
5.8,40.1,9.2
6,37.9,7.5
6.7,36.6,2
6.3,35.3,7
6.4,37.9,8.8
6.2,35.3,10.9
6.6,32.9,8.1
6.3,54.8,10.2
6.3,54,8.9
6.2,59.8,8
6.2,60.5,6.7
6.5,60.5,23.7
6.4,54,28.8
6.4,49.3,18.3
6.3,49.3,24.3
6.3,51.1,22.8
5.6,55.6,26.4
5.9,53.1,22.3
6.3,47.4,28
6.2,54.8,30
6.6,79,30.4
6,56.4,31.2
7.6,59.8,31.9
7.2,59.8,32.1
6.8,59.8,30.7
6.5,54,32.6
7.3,43,29.7
7.2,74,30.6
7.5,76,28.1
7.5,78,31.8
7.2,76,25.6
6.4,73,28.3
6,81,30.4
7.8,85,33.7
6.4,79,30
6,76,29.6
6.6,76,30
6.6,78,29
7.2,79,28.9
8.3,79,24
7.8,82,30.3
8.1,73,31.7
8.5,72,32.2
8.5,71,24
5.8,72,30.3
3,72,8.4
3.5,74,23
6.7,75,19
4.8,70,20
6.9,72,18
6.5,82,20
6.4,85,18
6.4,83,16
8.8,81,16
4,75,14
4,86,13
4,91,12
6.7,92,11
7,78,12
6.7,91,14
6.4,90,17
6.1,88,10
6.5,84,18
6.4,78,8
6,74,10
4.7,75,10
4.7,71,10
6.5,73,-1
8.5,79,5
7.5,77,7
5.5,71,10
5.5,79,8
5.5,82,7
5.2,82,6
5.5,81,7
5.5,78,-2
5.2,78,2
4.7,87,6
4.5,88,0
4.5,84,5
4.5,92,3
7,88,1
5,81,2
7.3,79,6
5.5,76,13
6,77,12
4,73,9
4.5,74,9
4.3,74,5
5.8,80,2
5.2,78,8
9.3,81,12
5.2,80,8
5.6,79,9
4.8,81,9
5.4,82,12
6.9,81,11
5.5,83,19
5.8,75,18
5.3,78,20
5,79,21
5,81,20
5.3,79,21
4,79,11
5.6,80,20
5,75,20
3.9,74,20
8.8,78,16
4.5,78,20
4.9,77,20
5,72,24
5,78,22
6,77,24
6.6,78,26
6.9,79,26
7,79,20
7.3,81,19
5,76,22
7,63,21
5,78,26
7,74,21
7,61,22
5.3,89,19
5,77,30
6.5,74,30
5.5,74,22
7.1,71,20
7.4,68,20
7.6,67,14
7.4,74,16
4.8,74,15
5.2,68,18
6,70,14
4.8,80,14
5,75,18
5.8,76,17
6.4,72,16
4.7,73,16
5,81,12
5.8,81,21
6.3,82,14
4.8,85,18
5,87,14
5.8,78,11
4.8,74,9
5,72,8
5.8,73,10
7.7,67,2
7.5,68,12
7.8,65,13
7.7,62,10
4,56,2
4.3,53,10
4.9,55,12
4.7,49,14
8.4,46,7
8,49,7
6.9,52,13
5.4,54,9
3.9,55,12
7,48,9
7,57,4
7.5,60,9
7.4,59,3
6.5,55,4
5.5,56,11
7.5,56,2
7.5,59,14
5.4,60,12
5.9,58,10
6.7,35,8
6.6,35,11
6,70,4
5.3,61,1
6.2,79,2
5.6,86,10
5.4,48,10
5.8,90,10
6.4,87,6
6.7,61,8
6.1,61,27.2
6.1,78,26.8
6.1,58,25.9
6.3,64.1,26.8
6.1,78.9,28.4
6.7,78.9,27.4
6.8,21,26.3
6.1,100,27.8
7.1,81,25.9
6.9,64,29.2
7.2,92,26.1
7,71,15
7,93,10
7,94,13.5
7,92,10
7,81,10.3
7,93,13.9
7,89,19.2
7,89,18.2
7,92,18.1
7,80,15.1
7,88,14.1
4.2,96,14.7
4.2,85,13.9
13,100,18.2
8,93,19.2
7.7,88,18.1
7.3,86,18.1
7.3,84,14.7
7.7,83,14.7
8,83,19.2
8.7,74,19.2
8.8,89,15.1
8.7,96,18.2
8.8,80,18.2
9.2,84,14.1
8.8,70,14.7
8.9,68,18.1
9.4,75,18.1
8.2,77,18.9
8.2,62,13.9
9.8,65,14.1
9.2,65,12.8
9.4,80,13.9
8.9,65,12.8
8.6,75,12.8
8.8,74,10
9.1,70,14
8.4,53,15.1
8.9,72,12
8.9,58,12
7.8,75,11
9.7,75,11
9.1,70,10
8.2,90,10
8.2,77,14
8.8,67,11
9.6,73,12
8.9,69,10
8.9,74,9
8.2,76,11
9.2,60,17
8.3,46,16
9.1,71,16.8
8.5,73,19.8
9.3,73,0.7
9.1,66,3.1
8.1,68,9.9
8.9,100,7.5
8.8,100,11
9.8,81,9
9.3,83,13
8.6,88,18.5
9.3,78,18.5
9.1,66,35.1
8.2,86,32.8
8.6,93,33.3
8.7,81,32.8
8.5,91,32.7
9,70,35.4
7.9,70,31.9
9.5,70,29.3
9.5,70,28.3
9.7,70,32.6
9,70,29.2
