pH,Humidity,Air Temp,Plant Type
6.5,20,24.6,Unknown
7,31,24.8,Unknown
7,18,18.3,Unknown
6,19,21.3,Unknown
6.4,17,21.1,Unknown
7.6,17,23.8,Unknown
7.6,19,14,Unknown
7.5,12,18.3,Unknown
6.7,16,14,Unknown
6.3,20,11,Unknown
5.7,17,10.8,Unknown
6.1,18,15,Unknown
6.6,17,14.4,Unknown
6.3,18,17.7,Unknown
6,15,15.8,Unknown
5,20,15.1,Unknown
6.5,17,14.1,Unknown
8.4,12,15,Unknown
8.5,17,19.2,Unknown
5.4,31,17.9,Unknown
5.3,17,17,Unknown
5.5,22,15,Unknown
6.5,18,17.3,Unknown
7.5,19,18,Unknown
7.4,17,18,Unknown
7.3,17,15.3,Unknown
7.1,19,18,Unknown
5.5,17,17,Unknown
5.5,19,13.9,Unknown
5.5,17,13.9,Unknown
5.5,31,13.2,Unknown
7.8,18,17.7,Unknown
7.4,18,14.5,Unknown
7.5,12,14.2,Unknown
7.5,16,15.4,Unknown
8.1,19,15,Unknown
8.1,15,18,Unknown
8.2,21,15.2,Unknown
8.3,20,15.3,Unknown
5,14,19.5,Unknown
5,16,19.1,Unknown
5.7,12,18,Unknown
6,24,17,Unknown
6,19,18,Unknown
5,17,18.7,Unknown
5,25,18.5,Unknown
7,15,17.6,Unknown
6.8,19,16.6,Unknown
7.1,16,19.8,Unknown
7.8,15,18.1,Unknown
7.5,30,16.5,Unknown
7.5,19,10.5,Unknown
8,15,10.1,Unknown
8,18,12.1,Unknown
7.9,20,15.3,Unknown
7,25,5.9,Unknown
7,20,11.1,Unknown
7,25,11.7,Unknown
7.5,21,12,Unknown
7,17,19.8,Unknown
6.7,21,11.6,Unknown
6.5,16,17.5,Unknown
6.2,16,18,Unknown
5.5,17,17.8,Unknown
6.3,11,17.7,Unknown
5.7,11,24,Unknown
5,17,19.6,Unknown
6.5,10,20.7,Unknown
6,17,15.7,Unknown
5.5,10,18.2,Unknown
5.1,21,20.2,Unknown
7.5,20,12.5,Unknown
7,17,12.8,Unknown
7,36,19.6,Unknown
7.3,39,23.3,Unknown
4.5,17,7.8,Unknown
4.5,39,7.3,Berries and Evergreens
5,17,6.9,Unknown
8.2,39,6.1,Unknown
7.7,36,1.3,Unknown
7.7,17,3.9,Unknown
5.7,17,3.3,Unknown
4.8,36,3.5,Berries and Evergreens
7.5,36,2.6,Unknown
4.7,17,4.7,Unknown
4.5,17,2.9,Unknown
7,36,2,Unknown
6,36,2.8,Unknown
7.8,17,7,Unknown
9.3,36,5.5,Unknown
7.2,17,0.6,Unknown
9.7,17,7,Unknown
7.1,40,0.4,Unknown
8.7,20,3.6,Unknown
7.8,17,5.1,Unknown
5,17,7.3,Unknown
8.2,50,3.1,Unknown
7.9,55,4.7,Unknown
4,55,7.8,Unknown
5.5,17,8.8,Unknown
6.5,55,3.8,Unknown
6,54,6.9,Unknown
8,54,6.5,Unknown
6.5,54,8.3,Unknown
6,54,7,Unknown
6,17,5,Unknown
6,30,3.3,Unknown
6,17,7,Unknown
8,30,16,Unknown
8,33,20,Unknown
4.5,17,19.5,Unknown
7,33,17,Unknown
6,17,15.5,Unknown
8,49,23.5,Herbs and Aromatic Plants
7.5,49,28,Warm-Season Fruits and Vegetables
7.2,17,24,Unknown
7.5,23,19,Unknown
8,23,20,Unknown
6,14,18.5,Unknown
6.5,14,27,Unknown
5.5,14,20,Unknown
7.5,15,25,Unknown
6,15,27,Unknown
6.5,17,21,Unknown
6,17,26,Unknown
6.5,17,21,Unknown
4,17,23.3,Unknown
8,41,17.6,Herbs and Aromatic Plants
8,39,17.5,Unknown
8,37,20.8,Unknown
6.5,38,21.9,Unknown
6.5,37,23.7,Unknown
6,34,21.9,Unknown
5.5,30,20.5,Unknown
8,28,21.8,Unknown
7.4,21,22.9,Unknown
5.8,41,19.6,Leafy Greens and Root Vegetables
7,44,23.3,Warm-Season Fruits and Vegetables
6.5,44,23.2,Unknown
6.5,51,22,Unknown
6,57,19.9,Leafy Greens and Root Vegetables
8,57,20.6,Herbs and Aromatic Plants
8,49,22.5,Herbs and Aromatic Plants
8,49,10.1,Unknown
4.5,53,14.4,Unknown
7.5,58,14.8,Unknown
5.5,53,20.8,Unknown
8.6,25,19.2,Unknown
5.4,47,15.2,Unknown
5.7,47,13.7,Leafy Greens and Root Vegetables
5,45,12.8,Unknown
7.4,48,24,Warm-Season Fruits and Vegetables
4.3,44,23,Unknown
4.2,44,19,Unknown
4.8,51,22,Unknown
6.3,49,24.5,Unknown
6,44,23.5,Unknown
6.2,43,25,Unknown
5.7,53,26,Unknown
5.6,60,21,Unknown
7,58,20,Warm-Season Fruits and Vegetables
7.2,66,23,Warm-Season Fruits and Vegetables
7.4,66,18,Unknown
8.2,60,22,Unknown
8.7,46,20,Unknown
6,40,20,Leafy Greens and Root Vegetables
6.5,56,21.5,Unknown
6,42,21,Unknown
6.1,42,20,Leafy Greens and Root Vegetables
5.7,42,24.5,Unknown
6.2,37,24,Unknown
8.5,37,21,Unknown
7.5,37,26.5,Unknown
7.7,45,21,Herbs and Aromatic Plants
8.9,45,20,Unknown
9.2,45,19,Unknown
9.2,45,18.5,Unknown
9.3,46,21,Unknown
9.2,46,19,Unknown
5.4,36,18,Unknown
6.8,44,17,Unknown
9.5,44,18,Unknown
9.1,44,17,Unknown
9.6,43,16,Unknown
7,43,18,Herbs and Aromatic Plants
7,43,23,Warm-Season Fruits and Vegetables
7,37,21,Unknown
5,37,19.5,Unknown
6.5,37,19,Leafy Greens and Root Vegetables
6.5,41,20,Leafy Greens and Root Vegetables
7.2,41,19,Herbs and Aromatic Plants
7.5,41,16,Herbs and Aromatic Plants
7.4,40,23,Warm-Season Fruits and Vegetables
8.3,40,24,Unknown
8.4,40,25,Unknown
8.2,40,22,Unknown
8.1,40,23,Unknown
8.1,40,21.5,Unknown
8.3,38,24,Unknown
8.6,38,24,Unknown
7.6,42,24,Herbs and Aromatic Plants
7.6,38,22,Unknown
7.3,42,24,Warm-Season Fruits and Vegetables
7.7,59,28,Unknown
7.6,59,25.5,Unknown
7.6,59,25,Herbs and Aromatic Plants
8,59,24,Herbs and Aromatic Plants
8.5,59,23,Unknown
9.1,59,19,Unknown
9.5,45,17,Unknown
7.6,45,22,Herbs and Aromatic Plants
7.3,45,22,Warm-Season Fruits and Vegetables
7.6,44,19,Herbs and Aromatic Plants
7.2,44,17,Herbs and Aromatic Plants
8.2,44,23,Unknown
8.3,40,21,Unknown
4.8,40,20,Unknown
7.8,40,20,Herbs and Aromatic Plants
7.3,40,22,Warm-Season Fruits and Vegetables
7.7,40,19,Herbs and Aromatic Plants
7.8,40,22,Herbs and Aromatic Plants
8,37,19,Unknown
7,37,19,Unknown
6.9,38,18,Unknown
8.5,38,18,Unknown
7.6,38,19,Unknown
8.4,35,21,Unknown
8.1,35,20,Unknown
7.3,35,16,Unknown
7.3,33,19,Unknown
7.6,33,19,Unknown
7.6,33,18.5,Unknown
7.2,37,22,Unknown
7.5,37,26.5,Unknown
7.6,37,23.5,Unknown
7.3,67,20,Warm-Season Fruits and Vegetables
8.2,67,22,Unknown
8.3,67,20,Unknown
8.3,42,23,Unknown
7.6,42,21,Herbs and Aromatic Plants
6.3,43,19,Leafy Greens and Root Vegetables
8.4,43,20,Unknown
8.3,43,19,Unknown
7.6,42,19,Herbs and Aromatic Plants
8.2,42,18,Unknown
7.5,42,19,Herbs and Aromatic Plants
8.4,42,21,Unknown
7.5,43,22,Warm-Season Fruits and Vegetables
7.5,43,19,Herbs and Aromatic Plants
8,37,17,Unknown
7.1,37,21,Unknown
7.5,37,22,Unknown
6.9,39,21,Unknown
7.4,39,22,Unknown
6.7,39,21,Unknown
4.6,38,24.4,Unknown
4.4,50,26.3,Unknown
5.5,50,25.5,Unknown
5.5,55,25.1,Unknown
4,55,24.8,Unknown
5,50,25.1,Unknown
5,50,24.9,Unknown
6,44,25.7,Unknown
6,44,25,Unknown
5,51,25.3,Unknown
5,51,23.7,Unknown
6,47,24.4,Unknown
5.7,47,24.1,Unknown
6,45,23,Unknown
5.7,47,23.3,Unknown
6,35,23.4,Unknown
5,35,23.4,Unknown
5.7,35,24.1,Unknown
6,35,24.9,Unknown
3,35,22.8,Unknown
3,35,23.3,Unknown
3,35,23.3,Unknown
6.3,35,23.6,Unknown
6,35,22.3,Unknown
6,35,21.8,Unknown
6,35,22.3,Unknown
6,35,23.2,Unknown
6,35,23,Unknown
7,35,23.4,Unknown
5.3,35,23.1,Unknown
5.3,35,21.8,Unknown
6,35,22.5,Unknown
7,35,21.9,Unknown
6,35,22.8,Unknown
6,35,21.9,Unknown
6,35,20.5,Unknown
6,35,21.3,Unknown
6,39,22.3,Unknown
4,39,20.6,Unknown
4,37,21.1,Unknown
4,45,20.1,Unknown
4,48,21.1,Unknown
5,44,21.9,Unknown
5,44,21.8,Unknown
5,51,21.2,Unknown
5,49,26,Unknown
5,44,26.3,Unknown
5.5,47,26.5,Unknown
7.3,48,28.1,Warm-Season Fruits and Vegetables
7.2,53,24.9,Warm-Season Fruits and Vegetables
5,60,22.3,Unknown
4.9,58,22.3,Unknown
4.9,66,23.1,Unknown
4.8,42,22.8,Unknown
4.7,42,21.9,Unknown
4.7,37,21.1,Unknown
4.6,37,21.8,Unknown
4.6,46,25.8,Unknown
6.6,46,21.9,Warm-Season Fruits and Vegetables
6.5,44,21.6,Unknown
6.5,44,22.7,Unknown
2.9,43,21.6,Unknown
8,37,21.2,Unknown
7.5,40,20.9,Warm-Season Fruits and Vegetables
7,40,20.7,Warm-Season Fruits and Vegetables
8.1,40,19.9,Unknown
8,40,21.9,Herbs and Aromatic Plants
7,38,21.3,Unknown
7,38,19.8,Unknown
4.8,42,19.5,Unknown
6.3,59,23,Unknown
8.2,59,21.3,Unknown
7,59,19.5,Herbs and Aromatic Plants
5,59,20.1,Unknown
7,45,19.1,Herbs and Aromatic Plants
6,45,18.7,Leafy Greens and Root Vegetables
7,44,20.5,Warm-Season Fruits and Vegetables
7,44,20.6,Warm-Season Fruits and Vegetables
7,40,20.2,Warm-Season Fruits and Vegetables
5.1,40,19.3,Unknown
6.2,40,19.4,Leafy Greens and Root Vegetables
6.1,40,18.9,Leafy Greens and Root Vegetables
6.3,37,18.9,Leafy Greens and Root Vegetables
5.3,38,19.8,Unknown
5.4,38,19.1,Unknown
6,35,18.9,Leafy Greens and Root Vegetables
8.5,33,18.4,Unknown
8,33,18.2,Unknown
6.5,37,19.7,Leafy Greens and Root Vegetables
6.7,37,19.3,Unknown
6,67,18.9,Unknown
7,67,19.8,Unknown
6,42,19.3,Leafy Greens and Root Vegetables
7.5,43,19.3,Herbs and Aromatic Plants
6,43,18.5,Leafy Greens and Root Vegetables
7.5,42,19.3,Herbs and Aromatic Plants
5,43,19.9,Unknown
6,43,25.1,Unknown
7,37,24.8,Unknown
7.3,37,21.9,Unknown
7.7,39,22.7,Unknown
6.5,39,20.7,Unknown
7.6,44,18.8,Herbs and Aromatic Plants
7.9,51,19,Herbs and Aromatic Plants
7.4,51,21.2,Warm-Season Fruits and Vegetables
6.3,51,27.9,Unknown
7,44,24.5,Warm-Season Fruits and Vegetables
5.8,45,27.1,Unknown
6,48,24.3,Unknown
7.5,44,19.6,Herbs and Aromatic Plants
7,44,19,Herbs and Aromatic Plants
6.5,51,20.4,Unknown
6,51,19.4,Leafy Greens and Root Vegetables
8,44,18.4,Herbs and Aromatic Plants
8,47,19.1,Herbs and Aromatic Plants
8.5,48,20.3,Unknown
6.9,53,26.2,Warm-Season Fruits and Vegetables
6.7,6,27.6,Unknown
8,58,27.1,Unknown
7.5,66,22.8,Warm-Season Fruits and Vegetables
7.4,66,20.3,Warm-Season Fruits and Vegetables
6.2,60,19.8,Leafy Greens and Root Vegetables
7,42,19.9,Herbs and Aromatic Plants
7,42,19.9,Herbs and Aromatic Plants
7,37,19.5,Unknown
5.1,37,19.5,Unknown
7,45,20.1,Warm-Season Fruits and Vegetables
7,46,19.5,Herbs and Aromatic Plants
6,46,20.3,Unknown
7,44,19.1,Herbs and Aromatic Plants
7,44,20.6,Warm-Season Fruits and Vegetables
7,43,19.5,Herbs and Aromatic Plants
7,43,21.1,Warm-Season Fruits and Vegetables
7,37,20.9,Unknown
7.5,37,20.6,Unknown
7,41,20,Warm-Season Fruits and Vegetables
7,41,7.8,Unknown
8,40,8.3,Unknown
7.5,40,9.9,Unknown
7,40,11.6,Unknown
7,40,11.5,Unknown
7,38,9.1,Unknown
5.3,38,7.4,Berries and Evergreens
6,42,13.3,Leafy Greens and Root Vegetables
5.5,42,10.6,Unknown
4.9,59,25,Unknown
6.2,59,19,Leafy Greens and Root Vegetables
6.2,59,20.5,Unknown
5.5,59,19,Unknown
5.7,45,20,Leafy Greens and Root Vegetables
6.2,45,21,Unknown
6.2,44,18,Leafy Greens and Root Vegetables
6.9,44,19,Unknown
6,40,21,Unknown
6.5,40,18,Leafy Greens and Root Vegetables
5.4,40,21,Unknown
4.5,40,21,Unknown
6.5,37,21,Unknown
6,37,21,Unknown
6,38,24.5,Unknown
4,38,20,Unknown
4.7,35,20,Unknown
6,35,23.1,Unknown
5.1,33,23,Unknown
6.3,33,20,Leafy Greens and Root Vegetables
7,37,19.8,Unknown
7.5,37,19,Unknown
7.5,67,22.6,Warm-Season Fruits and Vegetables
7.3,67,19.7,Unknown
7.6,42,19.7,Herbs and Aromatic Plants
7.6,42,18,Herbs and Aromatic Plants
5.2,43,18.8,Unknown
8.2,43,22.2,Unknown
8.5,42,27.5,Unknown
8.5,42,22.8,Unknown
8.8,43,20.5,Unknown
8.6,43,24.9,Unknown
8.7,37,24,Unknown
8.6,37,22.3,Unknown
8.5,39,21,Unknown
7.2,39,22.9,Unknown
7.4,44,23,Warm-Season Fruits and Vegetables
7,51,21.9,Warm-Season Fruits and Vegetables
7.9,51,24.2,Herbs and Aromatic Plants
8.4,47,24,Unknown
7.2,45,19,Herbs and Aromatic Plants
7.5,45,20.8,Warm-Season Fruits and Vegetables
7.5,45,22,Warm-Season Fruits and Vegetables
8,45,20,Herbs and Aromatic Plants
6.5,45,21,Unknown
8.2,45,19,Unknown
9.3,45,20,Unknown
6.1,47,26.4,Unknown
8.6,45,24,Unknown
7.5,45,24.8,Warm-Season Fruits and Vegetables
9,45,25.7,Unknown
8.9,45,27.6,Unknown
8.1,45,27.2,Unknown
7.3,35,30.8,Unknown
8,45,0,Unknown
8.3,45,0,Unknown
8.8,45,0,Unknown
8.5,45,-1,Unknown
5.5,45,-2,Unknown
6.8,45,-1,Unknown
6.7,45,0,Unknown
4.8,45,-1,Unknown
5,45,0,Unknown
4,47,2,Unknown
5,45,0,Unknown
5,47,0,Unknown
4,47,6,Unknown
5,47,6,Unknown
5,45,4,Unknown
5,46,3,Unknown
5,45,2,Unknown
7,48,-1,Unknown
7,46,-1,Unknown
7.1,46,-2,Unknown
6.9,46,3,Unknown
8.6,46,0,Unknown
9.2,46,0,Unknown
6.9,46,2,Unknown
6.8,47,4,Unknown
6.6,47,4,Unknown
6.6,47,3,Unknown
6.4,47,5,Unknown
6.6,46,5,Unknown
6.1,46,7,Unknown
6.9,47,7,Unknown
6.6,46,5,Unknown
6.2,46,6,Unknown
7,47,0,Unknown
6.7,41,11,Unknown
6.5,39,15,Leafy Greens and Root Vegetables
4.6,37,9,Berries and Evergreens
3.7,38,11,Unknown
6,37,12,Leafy Greens and Root Vegetables
6,34,15,Leafy Greens and Root Vegetables
6.5,30,13,Leafy Greens and Root Vegetables
7,28,14,Unknown
6.5,21,12,Unknown
6.5,41,17,Leafy Greens and Root Vegetables
6.5,40,5,Unknown
6.5,39,6,Unknown
6.5,47,7,Unknown
5,44,9,Unknown
7.5,44,11,Unknown
3.2,51,12,Unknown
3,57,12,Unknown
3.2,57,12,Unknown
3.9,52,16,Unknown
4.7,49,13,Unknown
4.6,53,10,Unknown
2.9,53,7,Unknown
3.8,53,8,Unknown
3.4,47,0,Unknown
3.8,47,8,Unknown
2.9,47,7,Unknown
2.9,45,6,Unknown
3.4,45,3,Unknown
3.4,44,4,Unknown
4,44,5,Unknown
3.3,51,5,Unknown
3.2,49,2,Unknown
3.6,44,3,Unknown
3.7,47,9,Unknown
5.5,48,9,Unknown
6.5,53,12,Leafy Greens and Root Vegetables
5,60,12,Unknown
4,58,16,Unknown
4.3,66,22,Unknown
7.6,66,14,Unknown
7.7,60,16,Herbs and Aromatic Plants
8.1,40,14,Unknown
6.7,56,17,Unknown
6,42,19,Leafy Greens and Root Vegetables
6,42,10,Leafy Greens and Root Vegetables
5,37,1,Berries and Evergreens
7.3,37,5,Unknown
7.4,45,7,Unknown
7.7,46,9,Unknown
7.7,46,16,Herbs and Aromatic Plants
7.7,44,9,Unknown
7.8,44,5,Unknown
7.5,40,7,Unknown
6,40,8,Unknown
5,40,9,Berries and Evergreens
6,40,5.5,Unknown
5,38,3,Berries and Evergreens
8,38,2,Unknown
6,59,3.5,Unknown
7,59,3,Unknown
8,59,1,Unknown
6,59,5,Unknown
5.3,45,4,Unknown
5,45,4,Unknown
6,44,2.5,Unknown
7,44,3.5,Unknown
7,40,6,Unknown
8,40,6,Unknown
5.2,40,6,Berries and Evergreens
7,40,8,Unknown
7.2,37,8.5,Unknown
7.5,38,4,Unknown
6,38,3.5,Unknown
8,35,5,Unknown
9,33,4,Unknown
9,33,3.5,Unknown
6,37,3,Unknown
6,37,2,Unknown
5,67,2,Unknown
6,67,1.5,Unknown
5.5,43,3.5,Unknown
8.7,43,3,Unknown
8.6,43,2,Unknown
6,37,4,Unknown
7.7,39,4.5,Unknown
8.3,39,6,Unknown
8.7,44,9,Unknown
6.5,51,8,Unknown
5.9,51,6,Unknown
6.6,60,5,Unknown
6.6,53.1,6,Unknown
7.2,42,5,Unknown
7,49,5,Unknown
6.5,26.5,7,Unknown
7.5,62,11,Unknown
7.5,58,5,Unknown
7.8,65,3,Unknown
7.8,60,4,Unknown
7.3,48,6,Unknown
7.1,43,7,Unknown
7.3,45,10,Unknown
8,58,10,Unknown
7.3,62,13,Unknown
7,49,13,Unknown
7,62,11,Unknown
7.2,51,9,Unknown
7,33.8,9.2,Unknown
7.2,64.8,1,Unknown
7,60.4,3,Unknown
7,15,6.3,Unknown
7.1,27.3,10.3,Unknown
6,20.1,13,Unknown
6,30,14,Leafy Greens and Root Vegetables
6,39.7,16,Leafy Greens and Root Vegetables
6.5,17.4,12,Unknown
5,21.6,11,Unknown
6.4,40.2,13,Leafy Greens and Root Vegetables
6.4,25.1,12.3,Unknown
6.4,59.2,12,Leafy Greens and Root Vegetables
6.4,38.6,12,Leafy Greens and Root Vegetables
6.4,0.8,9,Unknown
6.4,10,2,Unknown
6.4,5,-1,Unknown
6.4,100,2,Unknown
6.4,50,0,Unknown
6.4,17,9,Unknown
6.4,31.5,0,Unknown
6.4,31.5,0,Unknown
5,53.3,1,Unknown
5,56.2,1,Unknown
5,54.6,4,Unknown
4,97.1,3,Unknown
4,59,3,Unknown
4,57.8,4,Unknown
6.4,48.5,6,Unknown
6.9,33.5,6,Unknown
6.6,40.3,7,Unknown
6.3,29.5,11,Unknown
6.7,48.9,7,Unknown
5,48,11,Unknown
6,31.5,10,Leafy Greens and Root Vegetables
9,31.6,2,Unknown
7.5,39.5,7,Unknown
8,46,13,Unknown
7,46.5,16,Herbs and Aromatic Plants
6,57.6,16,Leafy Greens and Root Vegetables
7.5,34.6,13,Unknown
7,46.9,25,Warm-Season Fruits and Vegetables
6,53.8,26,Unknown
7.9,37.6,22,Unknown
6,45.9,24,Unknown
6.4,94.5,17,Unknown
6.4,39.5,20,Leafy Greens and Root Vegetables
6.4,24.6,12,Unknown
6.4,44.6,15,Leafy Greens and Root Vegetables
6.4,55.7,15,Leafy Greens and Root Vegetables
8.3,38.5,11,Unknown
8.3,42.1,16,Unknown
8.3,53.7,15,Unknown
8.3,43.7,16,Unknown
7.5,42.8,12,Unknown
7.3,54.6,11,Unknown
6,44.8,12,Leafy Greens and Root Vegetables
7.5,48.9,4,Unknown
5.3,33.5,7,Berries and Evergreens
5,100,9,Unknown
5,34,7,Berries and Evergreens
5,38,9,Berries and Evergreens
4,36,6,Berries and Evergreens
4,32,0,Berries and Evergreens
4,31,1,Berries and Evergreens
6.4,47,13,Leafy Greens and Root Vegetables
6.4,51,14,Leafy Greens and Root Vegetables
6.4,31,10,Leafy Greens and Root Vegetables
6.4,35,6,Unknown
6.4,36,2,Unknown
6.8,36,1,Unknown
6.8,37.7,1,Unknown
6.8,17,5,Unknown
6.8,27,16,Unknown
6.8,18,9,Unknown
6.8,17,15,Unknown
6.4,61,19,Unknown
6.4,47,17,Leafy Greens and Root Vegetables
6.4,32,16,Leafy Greens and Root Vegetables
6.4,38,12,Leafy Greens and Root Vegetables
6.4,38,14,Leafy Greens and Root Vegetables
6.3,21,15,Unknown
6,43,17,Leafy Greens and Root Vegetables
6,48,12,Leafy Greens and Root Vegetables
5,45,9.5,Unknown
6.6,34,12,Unknown
6.9,38,15.5,Unknown
5,29,16,Unknown
5,35,18,Unknown
5,37,15,Unknown
4,53,9,Unknown
4,42,10,Unknown
4,44,10,Unknown
7,21,16,Unknown
7,34,15,Unknown
7,52,13,Unknown
7,35,17,Unknown
6,25,18,Unknown
7,30,17.5,Unknown
7,19,14,Unknown
7,26,14,Unknown
7,39,13,Unknown
7,49,11,Unknown
6.4,42,14,Leafy Greens and Root Vegetables
6.4,25,14,Unknown
6.4,21,11,Unknown
6.4,30,10,Leafy Greens and Root Vegetables
6.4,18,10,Unknown
6,24,11,Unknown
6,25,11,Unknown
6.5,26,15,Unknown
6.5,19,14.5,Unknown
6,29,18,Unknown
6,28.3,13,Unknown
6.5,28.4,12,Unknown
6.5,26.8,8,Unknown
6,23,9,Unknown
6,34,4,Unknown
6,37,3,Unknown
6,47,2,Unknown
6.5,45,1,Unknown
6.5,44,5,Unknown
6,41,6,Unknown
6,41,5.5,Unknown
6.5,53,6,Unknown
6.5,41,7,Unknown
6,54,5,Unknown
6,61,5,Unknown
7.2,97.3,1,Unknown
7.5,64,-3,Unknown
7.5,55,0,Unknown
7.8,24,4,Unknown
7.8,67,8,Unknown
7.2,95,12,Unknown
7.8,36,6,Unknown
8,65,2,Unknown
7.6,59,12,Unknown
7.5,95,5,Unknown
7,90,5.5,Unknown
7.5,37,7,Unknown
7.5,66,6,Unknown
6,93,5,Unknown
7,95,-2,Unknown
7,68,-3,Unknown
7,48,0,Unknown
7,68,0,Unknown
7.5,59,-1,Unknown
7.5,44,2,Unknown
7.5,95,0,Unknown
7,95,1,Unknown
7,95,5,Unknown
7.5,95,9.5,Unknown
7,95,9.5,Unknown
7.5,62,8,Unknown
7.5,45,4,Unknown
7,85,5.5,Unknown
7,65.5,5,Unknown
7,55.7,6.5,Unknown
7,95,5,Unknown
7,56,5.5,Unknown
7.8,95,6,Unknown
7.7,95,5,Unknown
7.5,95,5,Unknown
7.9,95,3,Unknown
8.1,95,2,Unknown
7.9,95,3.5,Unknown
7.8,93,4,Unknown
7.2,95,2.5,Unknown
7.6,54,4,Unknown
8.2,93,4,Unknown
7.9,66,2,Unknown
6.3,93,2,Unknown
5.7,95,3,Unknown
6.4,54,5,Unknown
6,95,6,Unknown
7.1,50,6,Unknown
7,55,5,Unknown
8.5,44,7,Unknown
8.6,100,4.5,Unknown
7.9,95,3.5,Unknown
7.7,37,4,Unknown
7.8,44,3,Unknown
8.3,89,3,Unknown
7.8,93,3,Unknown
7.7,68,2,Unknown
7.7,53,2.5,Unknown
8,100,1,Unknown
8.5,72,3,Unknown
8.3,40,3,Unknown
7.1,65,2,Unknown
6,50,4,Unknown
7,52,4.5,Unknown
6.5,94,7,Unknown
7,95,9,Unknown
7.2,62,8,Unknown
8.2,81,5.5,Unknown
8.5,45,5,Unknown
7.8,22,6.5,Unknown
7.9,18,5,Unknown
7.8,79,5.5,Unknown
7.9,95,7,Unknown
7.8,32,4.5,Unknown
7.9,58.7,4,Unknown
7.4,63,3,Unknown
7.8,43.2,4,Unknown
8.4,73,6,Unknown
8.1,74,7,Unknown
6.7,67,10,Unknown
5.8,68,10.5,Unknown
6.7,95,13,Unknown
6.2,95,13,Unknown
7.4,95,11,Unknown
7.5,37,9,Unknown
8,95,9.5,Unknown
8.3,54,3.5,Unknown
7.6,61,3.5,Unknown
7.5,44,6,Unknown
7,56,10,Unknown
8,61,13,Unknown
8,63,14,Unknown
7,95,16,Unknown
7,85,9.5,Unknown
8,44,10,Unknown
7,95,17,Unknown
7,70.6,8.5,Unknown
8,75.5,9,Unknown
7.5,65,15,Unknown
7.5,63,16.5,Unknown
8,58,11,Unknown
7.6,95,14.5,Unknown
7.5,76,7.5,Unknown
7.4,52,11,Unknown
6.6,75,11.5,Unknown
6.6,56,21,Warm-Season Fruits and Vegetables
6.6,75,13,Unknown
6.6,92,15,Unknown
6.7,76,14,Unknown
8,54,10,Unknown
8,69,6,Unknown
8,55,16,Herbs and Aromatic Plants
8,60,12,Unknown
8,60,15,Herbs and Aromatic Plants
6.7,49,15,Unknown
6.7,95,16,Unknown
6.7,95,19,Unknown
6.6,95,17,Unknown
6.7,95,20,Unknown
8,59,20,Herbs and Aromatic Plants
8,57,21,Herbs and Aromatic Plants
8,72,25,Unknown
8,70,17,Unknown
8,95,13,Unknown
5,55,15,Unknown
5,77,14,Unknown
5,43,20,Unknown
4,56,22,Unknown
4,36,24,Unknown
4,66,27,Unknown
6.4,95,20,Unknown
6.4,95,27,Tropical and Wetland Plants
6.4,95,29,Tropical and Wetland Plants
6.4,60,27,Unknown
6.4,95,29,Tropical and Wetland Plants
7,72,25,Tropical and Wetland Plants
7,95,30,Tropical and Wetland Plants
1.5,95,30,Unknown
6.4,60,18,Leafy Greens and Root Vegetables
6.4,23,18,Unknown
6.4,31,24,Unknown
6.4,66,24,Unknown
6.4,55,23,Unknown
8.3,53,25,Unknown
8,92,20,Unknown
7,63,14,Unknown
7,71,15,Unknown
7,62,17,Unknown
6.8,63,17,Unknown
7.2,95,17,Unknown
7.2,95,22,Unknown
7,95,15,Unknown
7,95,15,Unknown
5,95,16,Unknown
5,95,18,Unknown
6,53,19,Leafy Greens and Root Vegetables
5,81,19,Unknown
5,49,25,Unknown
5,49,20,Unknown
4,49,22,Unknown
4,95,15,Unknown
4,58,17,Unknown
7,80,15,Unknown
7,40,18,Herbs and Aromatic Plants
7,33,17,Unknown
7,35,15,Unknown
6,52,18,Leafy Greens and Root Vegetables
7,56,20,Warm-Season Fruits and Vegetables
7,36,19,Unknown
7,95,18,Unknown
6,39,18,Leafy Greens and Root Vegetables
7,73,19,Unknown
6,76,18,Unknown
6,45,18,Leafy Greens and Root Vegetables
6,60,18,Leafy Greens and Root Vegetables
6,72,20,Unknown
7.9,42,18,Herbs and Aromatic Plants
7.9,93,19,Unknown
7,82,18,Unknown
7,39,20,Unknown
7,29,20,Unknown
8,63,19,Unknown
7,93,20,Unknown
7,100,18,Unknown
6.8,100,18,Unknown
6.7,30,19,Unknown
6.8,26,18,Unknown
7,95,20,Unknown
6,59,20,Leafy Greens and Root Vegetables
7,49,8,Unknown
9,100,0,Unknown
9,100,-1,Unknown
9,48,1,Unknown
9,100,3,Unknown
6.8,100,0,Unknown
6.6,95,0,Unknown
6.5,95,0,Unknown
6.5,95,2,Unknown
6.5,73,0,Unknown
7,95,-3,Unknown
7,100,-3,Unknown
7,84,4,Unknown
7,100,2,Unknown
6.8,68,3,Unknown
6.8,62,0,Unknown
6.8,73,3,Unknown
6.8,72,3,Unknown
6.7,47,5,Unknown
6.3,93,2,Unknown
7,43,-1,Unknown
6,100,2,Unknown
7,92,3,Unknown
6,94,0,Unknown
7,95,0,Unknown
7,81,3,Unknown
8,100,9,Unknown
8,95,8,Unknown
8,42,2,Unknown
6.8,49,11,Unknown
